,year,population_access_to_electricity,access_to_clean_fuels_for_cooking,re_share_in_total_ec_in_percentage,electricity_from_renewables_twh,lowcarbon_electricity,primary_energy_consumption_per_capita_kwhperson,gdp_growth,gdp_per_capita,country_id
1797,2014,99.8,76.0,26.6,13.16,91.643456,12576.968,3.441610056684874,13283.77434796745,86
1798,2015,98.69,76.3,23.3,10.99,85.859375,11097.164,3.441610056684874,13283.77434796745,86
1799,2016,99.71,76.6,21.92,11.38,87.269936,11131.658,3.441610056684874,13283.77434796745,86
1800,2017,100.0,76.6,24.55,14.06,91.95553,11335.21,3.441610056684874,13283.77434796745,86
1801,2018,100.0,76.9,23.21,14.17,92.61438,11778.976,3.441610056684874,13283.77434796745,86
1802,2019,99.87424,76.6,27.88,13.71,92.385445,10582.124,3.441610056684874,13283.77434796745,86
1803,2020,99.98105,76.6,32.63816497829233,14.8,91.52752,10439.837,3.441610056684874,13283.77434796745,86
1804,2000,100.0,100.0,35.82,2.82,68.115944,15779.984,5.675735172,3361.640869,87
1805,2001,100.0,100.0,35.35,2.83,66.276344,17236.137,6.328269951,3578.0019,87
1806,2002,100.0,100.0,34.38,2.48,62.468513,17635.336,7.087085682,4136.933297,87
1807,2003,100.0,100.0,34.34,2.34,58.942062,17660.322,8.422494257,5145.195232,87
1808,2004,100.0,100.0,36.11,3.2,68.23028,20126.611,8.281972087,6378.666521,87
1809,2005,100.0,100.0,36.3,3.42,69.51219,21027.428,10.71522829,7594.902384,87
1810,2006,100.0,100.0,34.0,2.79,57.055218,20211.02,11.96520396,9723.446902,87
1811,2007,100.0,100.0,33.08,2.82,59.243694,21105.2,9.943002121,14113.52913,87
1812,2008,100.0,100.0,33.71,3.21,60.910816,21504.193,-3.242799942,16467.14369,87
1813,2009,100.0,100.0,38.4,3.56,63.913822,20609.242,-14.24828338,12331.92855,87
1814,2010,100.0,100.0,33.07,3.64,54.90196,23635.057,-4.470941885,11420.994,87
1815,2011,100.0,100.0,35.54,3.08,50.57471,21346.463,2.564422968,13338.96224,87
1816,2012,100.0,100.0,40.37,4.11,66.61264,22381.162,7.037317185,13847.33794,87
1817,2013,100.0,100.0,39.6,3.53,56.935486,21775.469,2.010744815,15007.49186,87
1818,2014,100.0,100.0,40.24,2.8,54.47471,20261.896,1.900096243,15721.45233,87
1819,2015,100.0,100.0,38.1,2.78,50.180508,20957.162,3.885027277,13780.91355,87
1820,2016,100.0,100.0,38.48,3.48,54.20561,22548.604,2.367609543,14322.02268,87
1821,2017,100.0,100.0,42.6,5.46,72.50996,25054.545,3.31308889,15656.34749,87
1822,2018,100.0,100.0,40.97,3.49,51.934525,22506.594,3.989480387,17856.30712,87
1823,2019,100.0,100.0,41.52,3.19,49.53416,23394.7,2.484326355,17926.84159,87
1824,2020,100.0,100.0,32.63816497829233,3.64,63.636368,21535.734,-3.618565992,17726.25294,87
1825,2000,99.35159,63.25528735632183,4.89,0.44,4.787813,14027.069,1.341871619,4491.641934,88
1826,2001,99.346565,63.25528735632183,4.66,0.33,3.448276,14693.647,3.839669278,4422.389292,88
1827,2002,99.333954,63.25528735632183,5.97,0.67,6.0633483,14617.907,3.423149827,4579.459593,88
1828,2003,99.31611,63.25528735632183,7.38,1.35,11.259383,14599.101,3.227098269,4576.387617,88
1829,2004,99.9,63.25528735632183,6.56,1.11,9.414759,14306.836,6.679444617,4630.790585,88
1830,2005,99.27411,63.25528735632183,6.97,1.04,8.8586035,13477.188,2.68577931,4575.107459,88
1831,2006,99.38382,63.25528735632183,7.04,0.69,6.30137,12290.246,1.549515002,4626.853003,88
1832,2007,97.8,63.25528735632183,7.94,0.58,5.0966606,10675.19,9.310622524,5207.792723,88
1833,2008,99.9,63.25528735632183,5.4,0.37,2.9435165,13562.222,9.069128269,6111.327281,88
1834,2009,99.23449,63.25528735632183,4.31,0.62,4.7765794,16556.137,10.23215558,7354.953605,88
1835,2010,99.47441,63.25528735632183,5.7,0.83,5.6043215,15851.824,7.975135559,7761.641489,88
1836,2011,99.68401,63.25528735632183,6.18,0.8,5.2049446,15852.878,0.867339877,7675.30894,88
1837,2012,99.50676,63.25528735632183,5.56,1.01,6.495177,17291.496,2.540541789,7952.151266,88
1838,2013,99.495514,63.25528735632183,5.92,1.27,7.150901,15720.306,3.811022415,7933.23332,88
1839,2014,99.48232,63.25528735632183,4.24,0.22,1.3002363,14662.743,2.453659572,7687.759336,88
1840,2015,99.583176,63.25528735632183,4.17,0.51,2.9026752,15864.785,0.581709757,7663.920232,88
1841,2016,99.725624,63.25528735632183,3.96,0.46,2.5164113,16684.846,1.582054551,7653.73363,88
1842,2017,99.87983,63.25528735632183,3.97,0.52,2.5948102,18256.084,0.782014001,7819.60467,88
1843,2018,99.7,63.25528735632183,4.75,0.47,2.3453093,17677.684,-1.702174807,8058.444337,88
1844,2019,99.97487,63.25528735632183,5.46,1.12,5.5009823,18447.385,-7.15724707,7578.172368,88
1845,2020,100.0,63.25528735632183,32.63816497829233,1.21,6.208312,18341.434,-21.46426628,4649.547646,88
1846,2000,4.25876,16.0,56.7,0.29,100.0,1235.5165,3.875546814,436.4881373,89
1847,2001,1.2522693,17.5,56.5,0.28,100.0,1251.1484,3.561582191,405.6057121,89
1848,2002,3.3616586,19.2,56.16,0.31,100.0,1287.3501,0.723835961,382.1896086,89
1849,2003,5.4658127,20.8,55.94,0.32,100.0,1312.4877,4.559776811,573.6517781,89
1850,2004,6.8,22.2,55.41,0.3,100.0,1322.3566,1.692374206,753.3759044,89
1851,2005,9.667811,23.9,55.31,0.46,100.0,1564.1565,3.466122481,842.812631,89
1852,2006,9.7,25.5,55.46,0.52,100.0,1662.7148,4.230094854,904.6061298,89
1853,2007,13.877541,26.9,55.33,0.55,100.0,2002.3392,4.187914418,846.5423208,89
1854,2008,15.991897,28.4,54.99,0.58,100.0,1805.3613,5.522028201,889.1342855,89
1855,2009,17.0,29.9,53.98,0.65,100.0,2048.8052,-1.255514626,874.7298605,89
1856,2010,17.0,31.2,52.98,0.69,100.0,2175.0613,5.266280653,1119.843641,89
1857,2011,22.405441,32.5,42.21,0.49,100.0,1932.6333,4.614252238,1287.269536,89
1858,2012,20.56,33.8,40.53,0.49,100.0,2021.0361,6.334821701,1229.636232,89
1859,2013,26.766014,34.95,45.58,0.51,100.0,2043.1262,1.792531445,1166.911756,89
1860,2014,27.8,35.8,42.39,0.52,100.0,2074.0635,1.710544004,1194.575627,89
1861,2015,31.677334,36.5,44.94,0.53,100.0,2002.84,3.127557724,1146.064688,89
1862,2016,35.07159,37.4,43.55,0.52,100.0,2142.4592,3.588364597,1018.931093,89
1863,2017,33.7,38.1,39.62,0.54,100.0,2253.6167,-3.141949946,1102.94441,89
1864,2018,47.0,38.7,40.22,0.54,100.0,2182.0183,-1.223137311,1192.48432,89
1865,2019,44.50021,39.3,39.47,0.5,100.0,2188.859,-0.381431982,1113.37214,89
1866,2020,47.352737,40.1,32.63816497829233,0.5,100.0,2092.5305,-9.614037019,875.353433,89
1867,2007,3.0,0.4,89.83,0.0,0.0,728.0793,9.535279869,396.6017613,90
1868,2008,1.2792896,0.4,91.84,0.0,0.0,619.2872,7.145688998,478.3995401,90
1869,2009,1.9,0.4,91.81,0.0,0.0,547.7462,5.300539377,470.9481214,90
1870,2010,5.1626644,0.4,88.59,0.0,0.0,837.7503,6.099827602,513.4455667,90
1871,2011,4.1,0.4,87.1,0.0,0.0,896.8281,8.20076584,596.8966353,90
1872,2012,9.107472,0.4,86.21,0.0,0.0,960.11163,7.993815693,675.0101918,90
1873,2013,9.8,0.3,87.54,0.0,0.0,830.95197,8.687287816,747.8686601,90
1874,2014,9.4,0.4,84.02,0.0,0.0,1071.9282,0.7013931,739.911935,90
1875,2015,15.161736,0.4,83.93,0.0,0.0,1054.1843,-0.01856497,721.5810505,90
1876,2016,17.7,0.4,82.66,0.0,0.0,1187.8451,-1.554958617,740.914906,90
1877,2017,24.2,0.4,84.77,0.0,0.0,1007.256,2.45515592,721.085044,90
1878,2018,22.879133,0.4,87.06,0.0,0.0,1122.4692,1.157575122,710.2659984,90
1879,2019,23.1,0.4,87.24,0.0,0.0,1100.8312,-2.467297635,672.3404992,90
1880,2020,27.53471,0.4,32.63816497829233,0.53,59.55056,1030.0463,-2.982916281,632.9363856,90
1881,2000,99.8,63.25528735632183,2.04,0.0,0.0,41310.375,3.679213293,7142.771786,91
1882,2001,97.14706,63.25528735632183,2.92,0.0,0.0,40686.832,-1.762878168,6266.489821,91
1883,2002,95.42337,63.25528735632183,2.86,0.0,0.0,40937.99,-0.958849381,3703.042952,91
1884,2003,93.69444,63.25528735632183,2.85,0.0,0.0,39334.31,13.01600108,4673.145576,91
1885,2004,91.96264,63.25528735632183,2.73,0.0,0.0,39269.44,4.461629982,5800.588826,91
1886,2005,90.230286,63.25528735632183,2.61,0.0,0.0,39565.17,11.87072893,8163.00937,91
1887,2006,88.49982,63.25528735632183,2.79,0.0,0.0,35456.92,6.500547227,9336.353498,91
1888,2007,86.773865,63.25528735632183,2.95,0.0,0.0,34507.516,6.352316994,11300.19323,91
1889,2008,85.05514,63.25528735632183,2.78,0.0,0.0,35070.414,2.66735579,14382.59529,91
1890,2009,83.34636,63.25528735632183,2.51,0.0,0.0,39304.934,-0.790141832,10275.26154,91
1891,2010,81.65022,63.25528735632183,2.37,0.01,0.03266906,40607.305,5.021289739,12064.77291,91
1892,2011,79.96945,63.25528735632183,3.09,0.01,0.04091653,27959.967,-62.07591958,5554.180053,91
1893,2012,78.30675,63.25528735632183,2.72,0.01,0.031036623,36727.043,123.1395552,13025.27932,91
1894,2013,76.66387,63.25528735632183,2.48,0.01,0.028058361,38740.535,-13.59999997,10363.80425,91
1895,2014,75.0388,63.25528735632183,2.41,0.01,0.028192839,37137.06,-24.00000003,6466.908237,91
1896,2015,73.42857,63.25528735632183,3.05,0.01,0.028352708,29102.475,-8.862039363,4337.919139,91
1897,2016,71.83022,63.25528735632183,2.58,0.01,0.033863865,28077.625,-2.79546889,4035.196802,91
1898,2017,70.24077,63.25528735632183,2.72,0.01,0.03196931,31206.035,26.68090263,5756.699325,91
1899,2018,67.0,63.25528735632183,2.75,0.01,0.031133251,31662.736,15.13279989,7877.12461,91
1900,2019,68.6424,63.25528735632183,2.8,0.01,0.031555694,32421.873,2.535953478,7685.948132,91
1901,2020,69.70735,63.25528735632183,32.63816497829233,0.01,0.03322259,28032.594,-31.30000005,3699.294765,91
1902,2000,100.0,100.0,17.19,0.34,79.41977,21678.389,3.695525421,3293.229979,92
1903,2001,100.0,100.0,17.59,0.33,81.80546,25635.498,6.526108902,3525.793632,92
1904,2002,100.0,100.0,17.89,0.35,84.4898,27703.938,6.751414576,4141.592702,92
1905,2003,100.0,100.0,18.07,0.33,84.72669,29436.242,10.56595699,5499.428989,92
1906,2004,100.0,100.0,18.07,0.43,83.5845,30054.08,6.569490118,6700.327192,92
1907,2005,100.0,100.0,17.51,0.46,75.94936,27817.504,7.732367604,7854.765279,92
1908,2006,100.0,100.0,17.46,0.43,76.49537,26969.346,7.414121335,9230.707981,92
1909,2007,100.0,100.0,17.06,0.58,78.68481,29979.059,11.10748014,12285.44705,92
1910,2008,100.0,100.0,18.34,0.6,80.13751,30124.53,2.614423033,14944.99665,92
1911,2009,100.0,100.0,20.09,0.68,80.2366,28308.246,-14.83860837,11820.77616,92
1912,2010,100.0,100.0,21.46,0.91,19.157894,20948.318,1.651240653,11987.50841,92
1913,2011,100.0,100.0,22.74,1.11,27.81955,22097.504,6.03900816,14376.94786,92
1914,2012,100.0,100.0,23.92,1.18,27.441858,22394.059,3.843864749,14367.70942,92
1915,2013,100.0,100.0,26.34,1.53,38.44221,20938.49,3.550072843,15729.65247,92
1916,2014,100.0,100.0,27.73,1.51,43.641617,20422.297,3.537009879,16551.0182,92
1917,2015,100.0,100.0,28.96,1.68,42.0,21569.006,2.024583955,14258.22933,92
1918,2016,100.0,100.0,31.47,2.1,61.583572,22207.523,2.518828273,14998.12506,92
1919,2017,100.0,100.0,33.78,2.53,75.52239,23635.178,4.282596951,16843.69965,92
1920,2018,100.0,100.0,33.73,2.2,80.0,24616.006,3.993310328,19176.81215,92
1921,2019,100.0,100.0,33.53,2.47,78.662415,24873.117,4.573771737,19575.76848,92
1922,2020,100.0,100.0,32.63816497829233,2.57,56.73289,24924.742,-0.132431461,20233.64135,92
1923,2000,100.0,100.0,6.81,0.16,40.0,85402.43,6.938130249,48538.7829,93
1924,2001,100.0,100.0,3.42,0.17,19.54023,90348.625,3.074354999,48398.22929,93
1925,2002,100.0,100.0,1.32,0.15,5.3571434,97735.35,3.2254169,52754.27325,93
1926,2003,100.0,100.0,1.28,0.14,5.0179214,101260.22,2.619378579,65544.59195,93
1927,2004,100.0,100.0,1.35,0.19,5.6379824,113106.17,4.231891307,76404.41504,93
1928,2005,100.0,100.0,1.87,0.21,6.2686567,113049.23,2.482874748,80957.94128,93
1929,2006,100.0,100.0,2.08,0.25,7.062147,109285.4,6.016715044,90712.79929,93
1930,2007,100.0,100.0,3.64,0.26,8.15047,104455.21,8.098667607,107338.8652,93
1931,2008,100.0,100.0,3.96,0.28,10.294118,101834.57,-0.300176194,119932.2437,93
1932,2009,100.0,100.0,3.73,0.27,8.571429,95591.98,-3.238954027,108987.6776,93
1933,2010,100.0,100.0,3.68,0.27,8.333334,98832.99,3.760413593,110777.9079,93
1934,2011,100.0,100.0,3.76,0.24,9.090909,94211.61,1.044298695,118869.2999,93
1935,2012,100.0,100.0,4.15,0.31,11.231884,90375.62,1.64990203,112591.1162,93
1936,2013,100.0,100.0,5.72,0.36,19.565218,84137.46,3.171790499,119966.0349,93
1937,2014,100.0,100.0,6.85,0.4,20.94241,79619.14,2.623086016,123514.1967,93
1938,2015,100.0,100.0,9.09,0.43,32.08955,75576.625,2.269784484,105419.6085,93
1939,2016,100.0,100.0,13.5,0.46,58.227848,72784.555,4.978190437,106826.7264,93
1940,2017,100.0,100.0,15.33,0.6,66.66667,74384.77,1.317187663,109921.0314,93
1941,2018,100.0,100.0,16.09,0.68,70.833336,76376.74,2.00437712,117197.4817,93
1942,2019,100.0,100.0,16.45,0.8,74.76635,76273.7,3.283806756,113218.7133,93
1943,2020,100.0,100.0,32.63816497829233,0.97,79.508194,64241.79,-1.776240229,116014.6025,93
1944,2000,12.72419,1.3,82.62,0.54,69.230774,591.2006,4.456858938,293.6071574,94
1945,2001,14.8,1.3,84.32,0.53,59.55056,563.0391,5.980235764,334.4416177,94
1946,2002,14.046576,1.3,87.35,0.54,62.06897,422.2325,-12.4079711,319.2163788,94
1947,2003,20.3,1.2,84.99,0.6,60.606064,524.7671,9.784892121,368.7972369,94
1948,2004,15.348019,1.2,84.44,0.63,57.272724,554.3044,5.257003621,284.4877263,94
1949,2005,15.996761,1.1,84.94,0.64,57.657658,520.9991,4.755845097,319.5374751,94
1950,2006,16.647375,1.1,86.03,0.63,55.752213,498.27472,5.39850845,338.7511983,94
1951,2007,17.302511,1.1,86.19,0.71,60.169495,516.442,5.710564197,438.6555158,94
1952,2008,17.96488,1.0,86.14,0.69,56.09756,531.468,6.712632542,536.3514017,94
1953,2009,17.4,1.0,87.07,0.73,59.349594,455.50735,-3.978708613,467.5397834,94
1954,2010,12.3,0.9,86.66,0.7,53.0303,469.25098,0.619239746,471.9592116,94
1955,2011,14.3,0.9,84.6,0.68,50.74627,511.36972,1.578427051,531.2654321,94
1956,2012,18.7,0.9,83.4,0.75,44.117645,587.69507,3.011148115,518.1528127,94
1957,2013,12.9,0.9,81.17,0.81,43.783783,600.2899,2.300376232,541.0659437,94
1958,2014,22.235073,0.9,80.12,0.89,45.177666,635.02496,3.339203113,530.8610389,94
1959,2015,23.005934,0.9,80.55,0.95,46.116505,676.7416,3.132298073,467.2354316,94
1960,2016,22.9,0.9,83.85,0.9,44.554455,691.3689,3.993146064,475.9555568,94
1961,2017,24.1,0.9,81.32,0.8,36.363636,617.7024,3.933307595,515.2933234,94
1962,2018,36.5,0.9,83.74,0.98,43.171806,579.6003,3.194356515,523.9459714,94
1963,2019,31.04,0.9,82.77,0.91,45.273632,678.70404,4.41123213,522.9895243,94
1964,2020,33.735077,1.0,32.63816497829233,0.68,34.517765,447.50406,-7.140611591,471.4914963,94
1965,2000,4.8,2.1,82.62,1.09,87.90323,606.25275,1.576077837,156.3858168,95
1966,2001,5.13952,2.1,83.13,1.11,88.09524,581.4494,-4.974963848,150.1489426,95
1967,2002,5.5341597,2.1,83.3,1.17,87.96992,560.5774,1.700000014,298.4334104,95
1968,2003,6.2,2.1,82.83,1.23,91.11111,574.14386,5.705639438,267.3990119,95
1969,2004,6.9,2.1,82.45,1.34,89.932884,596.341,5.420497693,282.5671076,95
1970,2005,6.696063,2.2,83.17,1.39,90.84968,564.4167,3.268725827,289.5552148,95
1971,2006,3.6532273,2.3,82.8,1.42,91.02564,566.84424,4.699999992,308.1636182,95
1972,2007,7.476292,2.3,82.21,1.45,91.19497,548.9341,9.600000004,332.2590946,95
1973,2008,7.8758984,2.4,80.39,1.62,93.64162,607.96954,7.639736775,387.6057212,95
1974,2009,8.285444,2.45,80.01,1.58,92.39766,549.8785,8.328110276,438.2118568,95
1975,2010,8.7,2.5,81.21,1.83,93.36735,640.52893,6.874065633,478.6686885,95
1976,2011,7.6,2.5,80.17,1.88,93.53234,626.8056,4.854055111,534.9510502,95
1977,2012,7.4,2.4,80.11,1.96,93.77991,611.7529,1.885799507,391.5617052,95
1978,2013,9.0,2.3,79.68,1.96,93.77991,604.7202,5.199999997,348.4298737,95
1979,2014,11.9,2.2,82.7,2.08,94.117645,605.3154,5.700000004,371.2695217,95
1980,2015,10.8,2.0,80.87,2.08,94.117645,567.38477,2.8,380.5969877,95
1981,2016,11.0,1.8,78.69,2.05,93.181816,581.6119,2.484040625,315.7779871,95
1982,2017,12.7,1.6,75.94,1.9,90.909096,583.40607,4.000030517,506.1372944,95
1983,2018,18.02,1.3,73.03,1.44,87.80488,542.3849,4.391688296,544.5934354,95
1984,2019,11.2,1.2,73.02,1.5,88.23529,537.8198,5.448181336,591.8463896,95
1985,2020,14.866769,1.0,32.63816497829233,1.5,87.7193,503.25735,0.799998331,636.8205368,95
1986,2000,99.10397,98.0,4.44,7.56,10.727969,26639.928,8.85886817,4043.662923,96
1987,2001,99.12567,98.0,4.26,6.64,8.696792,26582.326,0.517675319,3913.429386,96
1988,2002,99.139786,98.1,3.57,5.81,7.2093315,27303.566,5.390988307,4165.726104,96
1989,2003,99.14866,98.2,3.33,5.51,6.6578054,28867.148,5.788499286,4461.847325,96
1990,2004,99.154655,98.1,3.22,6.15,6.4431643,30459.574,6.783437724,4952.213958,96
1991,2005,99.16011,98.1,3.01,6.6,6.7079988,32213.139,5.332139161,5587.02478,96
1992,2006,99.167435,98.1,3.13,6.94,6.7215495,31831.441,5.584847067,6209.126167,96
1993,2007,99.17928,98.0,2.85,6.72,6.208426,33221.49,6.298785927,7243.456801,96
1994,2008,99.198364,98.0,3.04,8.61,7.5778904,33712.133,4.831769889,8474.587762,96
1995,2009,99.3,97.7,2.27,8.28,7.141625,32003.473,-1.513528716,7292.494973,96
1996,2010,99.374054,97.7,1.96,7.62,6.106748,32487.746,7.424847383,9040.568495,96
1997,2011,99.46547,97.6,2.16,9.6,7.5572705,32524.594,5.293912834,10399.37021,96
1998,2012,99.8,97.4,2.52,10.76,8.03045,35010.12,5.473454193,10817.43171,96
1999,2013,99.60445,97.2,2.75,13.04,9.254791,36062.543,4.693722526,10970.1043,96
2000,2014,99.65094,97.1,3.03,14.31,9.703669,35862.223,6.006721946,11319.06194,96
2001,2015,99.77882,96.8,3.41,14.94,9.952702,35878.008,5.091532422,9955.242722,96
2002,2016,99.9,96.6,4.43,21.09,13.463135,37199.58,4.449781398,9817.78709,96
2003,2017,99.952484,96.5,5.22,27.94,17.39293,37162.887,5.81272241,10259.30481,96
2004,2018,99.99224,96.1,5.31,28.31,16.59632,37333.03,4.84305661,11380.08209,96
2005,2019,100.0,95.8,5.11,28.76,16.115656,37823.5,4.439471288,11432.823,96
2006,2020,100.0,95.5,32.63816497829233,30.54,18.037918,35997.363,-5.646944836,10412.34898,96
2007,2000,83.8,53.1,2.34,0.0,0.0,10129.736,3.845810392,2234.595861,97
2008,2001,87.48629,58.6,2.26,0.0,0.0,8351.583,-3.943634354,3038.781417,97
2009,2002,88.3575,63.7,1.78,0.0,0.0,9816.173,7.268386313,3049.207981,97
2010,2003,89.223465,68.9,2.22,0.0,0.0,8392.205,13.75004982,3476.006273,97
2011,2004,90.08655,74.0,1.67,0.0,0.0,10799.323,6.033754049,3941.431136,97
2012,2005,90.94909,78.7,1.95,0.0,0.0,9621.824,-13.12905343,3640.012132,97
2013,2006,91.81351,82.9,1.59,0.0,0.0,11906.826,26.1114935,4809.93374,97
2014,2007,92.68245,86.15,1.52,0.0,0.0,11930.126,7.713867271,5574.401981,97
2015,2008,93.558624,89.0,1.53,0.0,0.0,12517.4,9.485332661,6614.23618,97
2016,2009,99.9,91.25,1.49,0.0,0.0,12835.753,-7.228841465,6636.543871,97
2017,2010,99.15686,93.3,1.36,0.0,0.0,12524.812,7.265129068,7076.739821,97
2018,2011,99.27725,94.8,1.34,0.0,0.0,13070.632,8.566733531,7291.465967,97
2019,2012,99.38667,95.9,1.2,0.0,0.0,16088.853,2.517383942,7265.723399,97
2020,2013,99.47417,96.6,1.26,0.0,0.0,16413.824,7.281073979,7928.476443,97
2021,2014,100.0,97.3,1.2,0.01,1.9607843,21157.406,7.329626203,8499.307148,97
2022,2015,99.706474,97.9,1.38,0.01,1.754386,15149.077,2.88454853,9033.41027,97
2023,2016,100.0,98.3,1.21,0.01,1.6393442,15410.746,6.338300636,9209.443564,97
2024,2017,99.8,98.6,1.25,0.02,3.2258065,15375.788,7.209910123,9577.346946,97
2025,2018,100.0,98.8,1.12,0.03,4.6875,17020.91,8.123128908,10279.07998,97
2026,2019,100.0,99.0,1.11,0.03,4.6875,18567.896,6.883688846,10561.61351,97
2027,2020,100.0,99.2,32.63816497829233,0.04,6.557377,17308.588,-33.4999021,6924.105745,97
2028,2000,9.5932,0.7,83.47,0.25,64.10257,391.75388,-0.060834972,270.542236,98
2029,2001,10.8,0.8,82.1,0.25,62.5,384.58038,15.37623946,307.7048595,98
2030,2002,13.059765,0.8,83.58,0.26,63.414635,360.90942,3.106308252,336.4187392,98
2031,2003,14.784019,0.8,85.79,0.26,60.465115,350.71347,9.119041995,393.4050091,98
2032,2004,16.505388,0.8,81.53,0.28,60.869564,353.03635,1.559998661,440.9567771,98
2033,2005,18.22622,0.8,82.33,0.49,62.820515,378.31973,6.534778775,489.0213369,98
2034,2006,16.6,0.9,81.65,0.53,63.095234,429.55984,4.662186878,523.0386031,98
2035,2007,21.676151,0.9,78.87,0.52,62.650604,489.2138,3.493616813,597.4844576,98
2036,2008,23.410606,0.9,74.99,0.63,63.0,565.22516,4.773145081,697.0878685,98
2037,2009,24.030895,0.9,78.68,0.73,65.17857,691.58307,4.806322267,701.7171134,98
2038,2010,26.91205,0.9,79.24,1.18,69.005844,757.35394,5.313935279,710.2742494,98
2039,2011,28.684454,0.9,78.85,1.24,65.26316,804.06683,3.21313378,837.605821,98
2040,2012,25.6,0.8,78.7,1.37,60.61947,830.3994,-0.836734632,778.6252695,98
2041,2013,32.28523,0.9,80.92,1.24,54.385967,830.25073,2.29506829,805.0339796,98
2042,2014,34.11334,0.9,80.93,1.51,63.983055,899.23505,7.084683881,848.279043,98
2043,2015,37.6,0.9,79.93,1.27,54.741383,952.77563,6.171800024,751.4728866,98
2044,2016,38.78982,0.9,76.16,1.62,58.483753,1172.1898,5.852299199,780.7235695,98
2045,2017,34.78,0.9,76.37,1.65,50.151978,1234.1934,5.305456084,830.0215153,98
2046,2018,50.9,0.9,76.61,1.56,44.192635,1243.7677,4.746484327,894.8047765,98
2047,2019,47.836277,0.9,76.64,1.17,35.240963,1231.7151,4.756160808,879.0431873,98
2048,2020,50.561417,0.9,32.63816497829233,1.16,36.25,1142.8834,-1.235450447,862.4530188,98
2049,2000,100.0,100.0,0.0,0.0,0.0,46378.05,19.6812701,10432.32812,99
2050,2001,100.0,100.0,0.0,0.0,0.0,50713.89,-1.174697348,10402.23337,99
2051,2002,100.0,100.0,0.09,0.0,0.0,49170.387,2.565263253,11289.88984,99
2052,2003,100.0,100.0,0.1,0.0,0.0,56833.484,4.07406885,13669.49712,99
2053,2004,100.0,100.0,0.12,0.0,0.0,59390.21,0.140268127,15197.05671,99
2054,2005,100.0,100.0,0.14,0.0,0.0,50493.625,3.383593576,15888.17232,99
2055,2006,100.0,100.0,0.17,0.0,0.0,51478.543,2.510142345,16723.88418,99
2056,2007,100.0,100.0,0.2,0.0,0.0,55957.79,4.7747056,19485.87119,99
2057,2008,100.0,100.0,0.22,0.0,0.0,57768.11,3.826359416,22205.35681,99
2058,2009,100.0,100.0,0.26,0.0,0.0,61248.996,-1.133873468,21083.27715,99
2059,2010,100.0,100.0,1.22,0.0,0.0,72549.08,5.543639385,21799.17426,99
2060,2011,100.0,100.0,1.97,0.0,0.0,68190.57,0.467050856,23155.55479,99
2061,2012,100.0,100.0,2.67,0.03,1.3043479,64067.15,4.117707299,22527.63676,99
2062,2013,100.0,100.0,3.24,0.04,1.7699115,59756.48,5.473355695,24771.07658,99
2063,2014,100.0,100.0,4.48,0.08,3.5555556,59933.56,7.633538112,26754.26845,99
2064,2015,100.0,100.0,5.98,0.1,7.692308,64130.957,9.608132811,24921.60368,99
2065,2016,100.0,100.0,9.22,0.14,16.27907,69591.945,4.090917429,25741.44606,99
2066,2017,100.0,100.0,7.27,0.17,10.30303,77316.09,8.119425289,28250.69777,99
2067,2018,100.0,100.0,7.54,0.2,10.152284,78729.375,5.179224796,30672.29224,99
2068,2019,100.0,100.0,7.7,0.21,10.144928,80081.51,5.539566337,30186.19596,99
2069,2020,100.0,100.0,32.63816497829233,0.25,11.627907,72065.46,-7.001129615,27884.64283,99
2070,2000,18.746132,29.6,44.41,0.03,13.043478,1872.364,-3.918025879,676.5690224,100
2071,2001,22.2,31.4,44.18,0.03,11.111111,1906.994,-0.799493816,646.1151155,100
2072,2002,21.50322,33.2,42.13,0.03,6.0,2004.1155,1.381483962,639.6675829,100
2073,2003,22.872734,34.5,40.17,0.04,8.510638,2054.2488,6.928269551,717.8998676,100
2074,2004,24.239365,36.1,38.59,0.04,7.8431373,2161.6206,4.732757925,803.7779156,100
2075,2005,18.2,37.7,38.77,0.05,10.0,2206.7163,8.566287249,970.8423607,100
2076,2006,26.973423,38.7,39.12,0.05,11.111112,2100.9646,18.33319876,1259.541505,100
2077,2007,33.04054,39.8,35.63,0.05,10.638298,2318.157,-1.969422752,1357.124285,100
2078,2008,30.0,40.9,35.8,0.06,10.909091,2781.5295,-0.331079195,1579.511548,100
2079,2009,31.115286,41.3,33.43,0.11,18.965517,2688.0107,0.097875872,1389.338533,100
2080,2010,33.959515,41.8,34.0,0.12,18.75,2594.6553,2.620229521,1610.921603,100
2081,2011,35.16632,42.6,33.28,0.13,15.662651,2710.173,4.172783283,1879.772472,100
2082,2012,36.36216,42.7,31.84,0.14,15.384615,2906.24,4.470013182,1815.218939,100
2083,2013,37.536064,43.0,35.02,0.21,22.340425,2568.1191,4.150813186,1892.094,100
2084,2014,38.8,43.1,30.92,0.22,22.448978,2994.4866,4.274823271,1677.109019,100
2085,2015,39.5,43.1,28.2,0.32,28.070175,2955.3347,5.376339237,1524.071753,100
2086,2016,41.321617,43.3,31.66,0.29,23.966942,2687.6682,1.260909224,1536.854888,100
2087,2017,42.9,43.2,26.54,0.33,21.854305,3923.3762,6.270545694,1587.611263,100
2088,2018,44.312138,43.3,25.17,0.43,25.443787,4074.3657,4.526746225,1670.204165,100
